passer_player_id,passer_player_name,team,posteam,season,player_position,numGames,myRankNum,myRank,qbTier,tier,teamQBTier,ctotalEPA,ctotalEP,cCPOE,cactualization,cYPG,cTDperGame,intPerGame,cthirdConvert,EPA_rank,EP_rank,CPOE_rank,YPG_rank,TD_rank,actualization_rank,int_rank,third_rank,EPA_rank_num,EP_rank_num,CPOE_rank_num,YPG_rank_num,TD_rank_num,actualization_rank_num,int_rank_num,third_rank_num
00-0031568,B.Petty,NYJ,NYJ,2016,QB,6,42,0.1057,8,8,8,-34.78,242.82,-6.541,0.569,132.2,0.5,1.17,0.401,0.0909,0.1591,0.0444,0.0682,0.0455,0.0889,0.9111,0.4146,41,38,44,42,43,42,42,25
00-0032950,C.Wentz,WAS,WAS,2022,QB,8,43,0.3332,8,8,7,-33.85,546.2,-3.75,0.666,212.3,1.52,1.12,0.353,0.2069,0.4828,0.2069,0.5862,0.569,0.2586,0.931,0.2632,47,31,47,25,26,44,55,43
00-0038102,K.Pickett,PIT,PIT,2023,QB,12,43,0.3046,8,8,8,-52.03,646.03,-2.12,0.772,162.6,0.58,0.33,0.411,0.1667,0.4815,0.3889,0.1852,0.0556,0.5556,0.0926,0.3889,46,29,34,45,52,25,7,34
00-0033275,P.Walker,CAR,CAR,2021,QB,5,43,0.244,8,8,8,-20.04,149.41,-9.205,0.469,66.7,0.2,0.6,0.647,0.28,0.04,0.06,0,0,0.02,0.32,0.9796,37,49,48,51,51,50,18,2
00-0027948,B.Gabbert,TEN,TEN,2018,QB,6,43,0.2385,8,8,7,-21.27,154.39,-8.04,0.79,98.2,0.67,0.67,0.388,0.2553,0.0638,0.0851,0.0213,0.0638,0.5532,0.3404,0.2889,36,45,44,47,45,22,17,33
00-0039164,A.Richardson,IND,IND,2024,QB,11,43,0.2346,8,8,7,-20.37,656.41,-10.86,0.499,201.2,1.27,1.09,0.398,0.2766,0.383,0.0213,0.4043,0.3617,0,0.9362,0.2391,35,30,47,29,30,48,45,36
00-0029567,N.Foles,PHI,PHI,2017,QB,6,43,0.2334,8,8,3,-29.43,250.38,-3.21,0.569,82.6,1,0.33,0.263,0.3111,0.0889,0.2667,0,0.0889,0.0889,0.0222,0.0455,32,42,34,46,42,42,3,43
00-0023436,A.Smith,WAS,WAS,2020,QB,8,43,0.2096,8,8,7,-43.48,534.83,-0.845,1.032,181,0.75,1,0.107,0.1064,0.234,0.383,0.2128,0.0213,0.9362,0.8511,0,43,37,30,38,47,4,41,46
00-0035040,D.Blough,DET,DET,2019,QB,5,43,0.1395,8,8,5,-46.8,385.96,-13.594,0.549,186.3,1,1.2,0.425,0.0612,0.3061,0.04,0.2653,0.102,0.06,0.86,0.4,47,35,49,37,39,48,44,28
00-0025708,M.Moore,MIA,MIA,2016,QB,4,43,NA,8,8,6,19.31,170.87,1.555,0.978,179.2,2,0.75,0,0.5682,0.0909,0.6222,0.2045,0.7955,0.9556,0.4889,0,20,41,18,36,10,3,23,44
00-0026158,J.Flacco,NYJ,NYJ,2022,QB,5,44,0.3294,8,8,8,-30.29,384.78,-4.09,0.609,200,1,0.6,0.429,0.2414,0.3966,0.1724,0.4655,0.2241,0.1552,0.3103,0.5263,45,36,49,32,44,50,20,28
00-0033869,M.Trubisky,PIT,PIT,2023,QB,5,44,0.2972,8,8,8,-19.29,184.26,-2.235,0.56,131.9,1.3,1,0.338,0.4444,0.0926,0.3704,0.0926,0.4259,0.0741,0.7963,0.2222,31,50,35,50,32,51,47,43
00-0027973,A.Dalton,CHI,CHI,2021,QB,8,44,0.2341,8,8,8,-30.82,559.94,-4.195,0.769,184.7,1.12,1.12,0.189,0.22,0.38,0.2,0.34,0.28,0.42,0.94,0.0408,40,32,41,34,37,30,48,48
00-0031589,B.Hundley,GB,GB,2017,QB,11,44,0.221,8,8,6,-60.72,656.74,-3.033,0.626,176.2,1.02,1.09,0.595,0.0667,0.4,0.2889,0.1333,0.1333,0.2,0.8444,0.9318,43,28,33,40,40,37,39,4
00-0033119,J.Brissett,NE,NE,2024,QB,7,44,0.2113,8,8,7,-34,381.07,-2.915,0.578,113.3,0.43,0.14,0.434,0.1489,0.1489,0.1702,0.0638,0.0426,0.0851,0.0213,0.3261,41,41,40,45,46,44,3,32
00-0021206,J.McCown,NYJ,NYJ,2018,QB,4,44,0.2104,8,8,8,-29.54,239.3,-9.539,0.589,136.7,0.25,1,0.609,0.1915,0.1702,0.0426,0.1064,0,0.1489,0.6596,0.9333,39,40,46,43,48,41,37,4
00-0034869,S.Darnold,NYJ,NYJ,2020,QB,12,44,0.1995,8,8,8,-73.18,732.35,-1.928,0.64,184.4,1.1,0.92,0.467,0.0213,0.4043,0.234,0.2553,0.1915,0.1489,0.8298,0.6222,47,29,37,36,39,41,40,18
00-0035652,R.Finley,CIN,CIN,2019,QB,3,44,0.1394,8,8,7,-59,187.58,-15.956,0.469,152.7,1.33,0.67,0.283,0,0.102,0,0.102,0.3061,0.02,0.48,0.0889,50,45,51,45,35,50,28,42
00-0032893,C.Cook,LV,LV,2016,QB,1,44,NA,8,8,3,0,0,-0.644,0.955,0,0,1,0,0,0,0.3778,0,0,0.8889,0.7111,0,46,46,29,46,46,6,33,45
00-0036898,D.Mills,HOU,HOU,2022,QB,15,45,0.3263,8,8,8,-72.08,980.12,-3.777,0.719,201.6,1.67,1,0.322,0,0.7241,0.1897,0.4828,0.7586,0.3966,0.7931,0.2281,59,17,48,31,15,36,50,45
00-0035704,D.Lock,SEA,SEA,2023,QB,4,45,0.2889,8,8,5,-1.81,130.29,-5.083,0.762,133.9,0.75,0.75,0.146,0.5556,0.0185,0.1296,0.1111,0.1481,0.5,0.5926,0,25,54,48,49,47,28,33,55
00-0036971,T.Lawrence,JAX,JAX,2021,QB,17,45,0.2216,8,8,8,-60.56,1213.79,-4.8,0.676,220.1,1,1,0.394,0.06,0.68,0.16,0.64,0.14,0.22,0.84,0.2857,48,17,43,19,41,40,44,36
00-0033899,D.Kizer,CLE,CLE,2017,QB,15,45,0.2103,8,8,8,-117.06,1023.74,-6.328,0.578,207.8,1.29,1.47,0.459,0,0.6444,0.1333,0.4444,0.2889,0.1111,1,0.6136,46,17,40,26,33,41,46,18
00-0027688,C.McCoy,NYG,NYG,2020,QB,4,45,0.1831,8,8,8,-13.43,147,-1.442,0.548,92.2,0.25,0.25,0.154,0.2128,0.0426,0.2553,0,0,0.0851,0.0638,0.0222,38,46,36,48,48,44,5,45
00-0033537,D.Watson,CLE,CLE,2024,QB,7,45,0.1617,8,8,8,-63.39,491,-2.226,0.528,158.1,0.86,0.43,0.228,0.0638,0.2128,0.2128,0.1064,0.1064,0.0638,0.1915,0,45,38,38,43,43,45,10,47
00-0034343,J.Rosen,ARI,ARI,2018,QB,14,45,0.1282,8,8,8,-151.07,756.06,-8.245,0.538,151.5,1.07,1,0.327,0,0.383,0.0638,0.1702,0.2128,0.0638,0.6596,0.1333,48,30,45,40,38,45,39,40
00-0035232,D.Haskins,WAS,WAS,2019,QB,9,45,0.1211,8,8,8,-51.01,417.18,-4.654,0.574,143.7,1,0.78,0.38,0.0204,0.3265,0.14,0.0612,0.102,0.08,0.6,0.2444,49,34,44,47,44,47,31,35
00-0024226,J.Cutler,CHI,CHI,2016,QB,5,45,NA,8,8,7,-30.53,214.42,-2.384,0.673,197,1,1,0,0.1136,0.1364,0.2667,0.2727,0.1591,0.3111,0.7111,0,40,39,34,33,37,32,36,46
00-0038122,D.Ridder,ATL,ATL,2022,QB,4,46,0.3149,8,8,7,-18.44,289.23,-1.321,0.666,184.8,0.5,0,0.268,0.3448,0.2759,0.3793,0.2586,0.0517,0.2759,0,0.1404,39,43,37,44,55,43,1,50
00-0029701,R.Tannehill,TEN,TEN,2023,QB,9,46,0.2611,8,8,8,-26.93,514.21,1.043,0.67,166.3,0.61,0.78,0.313,0.2593,0.4259,0.6667,0.2222,0.0926,0.2593,0.6111,0.1296,41,32,19,43,50,41,35,48
00-0036264,J.Love,GB,GB,2021,QB,4,46,0.2151,8,8,2,-8.13,139.64,-5.515,0.738,102.8,0.5,0.75,0.272,0.42,0.02,0.12,0.04,0.02,0.32,0.5,0.0612,30,50,45,49,50,35,26,47
00-0039376,S.Rattler,NO,NO,2024,QB,7,46,0.1482,8,8,5,-71.23,474.22,-9.062,0.585,197.9,0.86,0.71,0.392,0.0213,0.1915,0.0426,0.383,0.0851,0.1064,0.6383,0.1739,47,39,46,30,44,43,32,39
00-0035232,D.Haskins,WAS,WAS,2020,QB,7,46,0.1464,8,8,7,-44.33,543.18,-5.49,0.733,193.1,0.88,1,0.376,0.0851,0.2766,0.0851,0.3191,0.0426,0.2979,0.8511,0.1556,44,35,44,33,46,34,42,39
00-0033958,N.Peterman,BUF,BUF,2018,QB,4,46,0.0833,8,8,8,-51.94,130.79,-13.889,0.484,82.2,1.33,1.75,0.273,0.0426,0.0426,0,0,0.2979,0.0426,0.9787,0.0667,46,46,48,48,34,46,47,43
00-0034343,J.Rosen,MIA,MIA,2019,QB,5,46,0.0504,8,8,6,-50.51,203.53,-12.697,0.46,107.8,0.2,1,0.076,0.0408,0.1633,0.06,0,0.0408,0,0.74,0,48,42,48,50,48,51,42,46
00-0031064,T.Savage,HOU,HOU,2016,QB,3,46,NA,8,8,8,-11.17,186.08,-0.466,0.671,145.7,0.33,0,0,0.3182,0.1136,0.4222,0.1136,0,0.2667,0,0,31,40,27,39,44,34,4,43
00-0031064,T.Savage,HOU,HOU,2017,QB,8,46,NA,8,8,7,-49.31,438.29,-4.18,0.582,157.3,0.75,0.75,0,0.2,0.2444,0.2222,0.0889,0.0222,0.1333,0.3556,0,37,35,36,42,45,40,19,46
00-0036972,M.Jones,NE,NE,2022,QB,14,47,0.3116,8,8,8,-46.96,970.21,-0.441,0.737,205.6,1.15,0.79,0.346,0.069,0.7069,0.5,0.5345,0.2931,0.4655,0.6552,0.2456,55,18,30,28,42,32,39,44
00-0039150,B.Young,CAR,CAR,2023,QB,16,47,0.2528,8,8,8,-143.89,1009.66,-1.41,0.535,167.1,0.94,0.62,0.45,0,0.6481,0.463,0.2407,0.2222,0,0.3704,0.6296,55,20,30,42,43,55,24,21
00-0036945,J.Fields,CHI,CHI,2021,QB,12,47,0.1835,8,8,8,-58.2,646.28,-1.952,0.536,168.8,0.83,0.83,0.359,0.08,0.4,0.42,0.26,0.1,0.04,0.66,0.2449,47,31,30,38,45,49,36,38
00-0038583,D.Thompson-Robinson,CLE,CLE,2024,QB,6,47,0.0959,8,8,8,-65.15,223.49,-11.668,0.518,89.9,0,1,0.488,0.0426,0.0426,0,0.0213,0,0.0426,0.8085,0.587,46,46,48,47,48,46,44,20
