receiver_player_id,receiver_player_name,team,posteam,season,player_position,numGames,myRankNum,myRank,qbTier,tier,TE_tier,totalEPA,totalTD,tgt_share,numYards,numRec,conversion,explosive_rate,avg_separation,avg_intended_air_yards,catch_percentage,yac_above_expected,third_down_rate,EPA_rank,td_rank,tgt_rank,YPG_rank,conversion_rank,explosive_rank,sep_rank,intended_air_rank,catch_rank,third_down_rank,yacOE_rank,EPA_rank_num,td_rank_num,tgt_rank_num,YPG_rank_num,conversion_rank_num,explosive_rank_num,sep_rank_num,intended_air_rank_num,catch_rank_num,third_down_rank_num,yacOE_rank_num
00-0035689,D.Knox,BUF,BUF,2024,TE,16,40,0.3299,8,8,8,10.11,1,0.0657,311,22,0.2,0.273,3.53,10.31,66.667,-1.3,0.4,0.4642857142857143,0.25,0.25,0.28846153846153844,0.41818181818181815,0.9814814814814815,0.44642857142857145,0.9821428571428571,0.16071428571428573,0.4074074074074074,0.017857142857142856,31,40,40,38,31,2,32,2,48,33,56
00-0031273,C.Brate,TB,TB,2018,TE,16,40,0.3263,8,8,8,4.93,6,0.0732,289,30,0.5,0.122,2.97,8.69,55.612,-0.37,0.375,0.38596491228070173,0.8163265306122449,0.30612244897959184,0.2857142857142857,0.7678571428571429,0.21052631578947367,0.3508771929824561,0.6842105263157895,0.08771929824561403,0.39285714285714285,0.14035087719298245,36,10,35,36,11,46,38,19,53,35,50
00-0032135,J.James,PIT,PIT,2016,TE,16,40,0.3072,8,8,8,-3.87,3,0.0981,338,39,0.214,0.082,3.87,7.26,72.313,-0.94,0.182,0.08333333333333333,0.5,0.3958333333333333,0.3125,0.39655172413793105,0.08928571428571429,0.9333333333333333,0.3,0.7833333333333333,0.05,0.23333333333333334,56,25,30,34,36,52,5,43,14,58,47
00-0031273,C.Brate,TB,TB,2022,TE,11,40,0.2544,8,8,8,-11.74,0,0.0819,174,20,0,0.053,3.57,7.19,53.333,-0.4,0.167,0.015384615384615385,0,0.40425531914893614,0.3404255319148936,0,0.01639344262295082,0.5384615384615384,0.5538461538461539,0.12307692307692308,0.109375,0.2153846153846154,65,48,29,32,55,61,31,30,58,56,52
00-0035631,D.Sample,CIN,CIN,2020,TE,16,41,0.3652,8,8,8,2.36,1,0.0847,349,40,0.091,0.113,3.72,5.07,79.43,0.5,0.333,0.2413793103448276,0.05357142857142857,0.375,0.375,0.08771929824561403,0.3333333333333333,0.7413793103448276,0.10344827586206896,0.8448275862068966,0.21052631578947367,0.5172413793103449,45,51,36,36,53,39,16,53,10,44,29
00-0033658,B.Jarwin,DAL,DAL,2019,TE,16,41,0.3644,8,8,8,14.14,3,0.066,365,31,0.5,0.22,1.53,11.92,85.714,-0.84,0.3,0.7258064516129032,0.37037037037037035,0.24074074074074073,0.4074074074074074,0.8275862068965517,0.7704918032786885,0,0.9516129032258065,0.967741935483871,0.3387096774193548,0.06451612903225806,18,32,42,33,9,15,63,4,3,42,59
00-0036422,A.Trautman,NO,NO,2021,TE,13,41,0.3625,8,8,8,-8.27,2,0.106,263,27,0.222,0.159,3.32,5.56,57.262,-1.71,0.333,0.09375,0.40350877192982454,0.5263157894736842,0.42105263157894735,0.43548387096774194,0.5833333333333334,0.484375,0.421875,0.15625,0.2459016393442623,0.046875,59,35,28,34,36,26,34,38,55,47,62
00-0035689,D.Knox,BUF,BUF,2023,TE,12,41,0.3466,8,8,8,-11.33,2,0.0878,186,22,0.222,0.083,3.87,5.98,53.333,-0.53,0.286,0.05084745762711865,0.5535714285714286,0.5357142857142857,0.35714285714285715,0.38596491228070173,0.12280701754385964,0.7627118644067796,0.4576271186440678,0.06779661016949153,0.15789473684210525,0.15254237288135594,57,26,27,37,36,50,15,33,56,49,51
00-0030155,D.Harris,KC,KC,2018,TE,15,41,0.3173,8,8,8,0.86,4,0.043,164,12,0.75,0.2,4.17,6.07,50,3.33,0.429,0.2982456140350877,0.6938775510204082,0.061224489795918366,0.02040816326530612,0.9821428571428571,0.6491228070175439,0.8771929824561403,0.2631578947368421,0.017543859649122806,0.5714285714285714,0.9824561403508771,41,16,47,49,2,20,8,43,56,25,2
00-0031598,N.Boyle,BAL,BAL,2017,TE,15,41,0.315,8,8,8,4.38,0,0.0706,205,28,0,0.026,4.21,5.19,100,-1.09,0.455,0.5245901639344263,0,0.3584905660377358,0.18867924528301888,0,0,0.9508196721311475,0.09836065573770492,1,0.5833333333333334,0.06557377049180328,30,51,35,44,54,61,4,56,1,24,58
00-0031384,R.Rodgers,GB,GB,2016,TE,16,41,0.3047,8,8,8,5.31,2,0.0718,271,30,0.333,0.064,2.34,9.3,50.243,-0.24,0.455,0.36666666666666664,0.3125,0.22916666666666666,0.20833333333333334,0.6379310344827587,0.017857142857142856,0.16666666666666666,0.7,0.15,0.45,0.7,39,31,38,39,20,56,51,19,52,34,19
00-0039050,P.Durham,TB,TB,2024,TE,16,41,0.2845,8,8,8,10.4,2,0.0249,115,11,1,0.143,4.67,6.11,71.429,-0.05,0.6,0.48214285714285715,0.4423076923076923,0.057692307692307696,0.07692307692307693,0.9818181818181818,0.5,0.8928571428571429,0.5,0.32142857142857145,0.8888888888888888,0.26785714285714285,30,30,50,49,2,26,7,29,38,7,42
00-0033576,E.Saubert,DEN,DEN,2022,TE,17,41,0.2148,8,8,8,-2.88,1,0.0379,148,15,0,0.125,4,5.75,71.429,0.87,0,0.13846153846153847,0.10638297872340426,0.10638297872340426,0.1276595744680851,0,0.32786885245901637,0.7384615384615385,0.3076923076923077,0.6615384615384615,0,0.7692307692307693,57,43,43,42,58,42,18,46,23,60,16
00-0025418,G.Olsen,SEA,SEA,2020,TE,11,42,0.358,8,8,8,2.13,2,0.0855,239,24,0.111,0.135,2.81,8.83,77.381,-0.77,0.667,0.22413793103448276,0.4107142857142857,0.4107142857142857,0.35714285714285715,0.10526315789473684,0.42105263157894735,0.3448275862068966,0.6896551724137931,0.8103448275862069,0.8421052631578947,0.06896551724137931,46,34,34,37,52,34,39,19,12,6,55
00-0022943,B.Watson,NE,NE,2019,TE,10,42,0.3412,8,8,8,10.2,0,0.0591,173,17,0,0.208,3.22,6.64,70,-0.92,0.667,0.6451612903225806,0,0.18518518518518517,0.25925925925925924,0,0.6885245901639344,0.5483870967741935,0.3870967741935484,0.6129032258064516,0.9193548387096774,0.04838709677419355,23,51,45,41,55,20,29,39,24,4,60
00-0030108,R.Griffin,NYJ,NYJ,2021,TE,14,42,0.333,8,8,8,3,2,0.0732,261,27,0.333,0.143,3.08,5.47,53.571,-1.45,0.455,0.40625,0.3508771929824561,0.3157894736842105,0.3333333333333333,0.5967741935483871,0.48333333333333334,0.296875,0.375,0.09375,0.5901639344262295,0.078125,39,38,40,39,25,28,46,41,59,26,60
00-0032725,S.Anderson,HOU,HOU,2017,TE,15,42,0.3137,8,8,8,-10.1,1,0.0944,342,25,0.125,0.173,2.29,9.25,45.949,-0.65,0.294,0.03278688524590164,0.20754716981132076,0.49056603773584906,0.39622641509433965,0.23728813559322035,0.6833333333333333,0.06557377049180328,0.7049180327868853,0.09836065573770492,0.2833333333333333,0.09836065573770492,60,43,28,33,46,20,58,19,56,44,56
00-0030443,L.Toilolo,DET,DET,2018,TE,16,42,0.3112,8,8,8,19.82,1,0.0388,263,21,0.5,0.375,3.18,14.05,66.667,-0.13,0.333,0.7543859649122807,0.12244897959183673,0.02040816326530612,0.22448979591836735,0.7678571428571429,0.9824561403508771,0.5087719298245614,1,0.49122807017543857,0.3392857142857143,0.22807017543859648,15,44,49,39,14,2,29,1,27,38,45
00-0037539,L.Krull,DEN,DEN,2023,TE,7,42,0.3071,8,8,8,1.96,1,0.0567,95,8,0.5,0.143,3.59,5.35,80,-0.1,0.2,0.2711864406779661,0.5,0.2857142857142857,0.26785714285714285,0.9122807017543859,0.47368421052631576,0.576271186440678,0.3389830508474576,0.864406779661017,0.05263157894736842,0.3050847457627119,44,29,41,42,5,30,26,40,7,55,42
00-0037475,S.Smartt,LAC,LAC,2024,TE,14,42,0.2816,8,8,8,7.44,0,0.0378,208,16,0,0.263,4.36,8.82,83.333,-1.18,0.5,0.39285714285714285,0,0.11538461538461539,0.21153846153846154,0,0.9444444444444444,0.8035714285714286,0.875,0.8928571428571429,0.6481481481481481,0.03571428571428571,35,47,47,42,50,4,12,8,6,15,55
00-0024243,M.Lewis,JAX,JAX,2016,TE,10,42,0.2793,8,8,8,-0.4,1,0.0686,169,20,0.25,0.1,1.3,4.68,66.667,0.38,0.5,0.13333333333333333,0.22916666666666666,0.20833333333333334,0.1875,0.4827586206896552,0.17857142857142858,0.03333333333333333,0.05,0.45,0.5,0.8833333333333333,53,38,39,40,29,46,59,58,34,27,8
00-0033879,O.Howard,HOU,HOU,2022,TE,13,42,0.2128,8,8,8,-2.04,2,0.0485,145,10,0.333,0.217,1.28,14.81,40,-1.17,0,0.18461538461538463,0.44680851063829785,0.23404255319148937,0.2127659574468085,0.6290322580645161,0.8360655737704918,0,1,0,0,0.09230769230769231,54,27,37,38,23,11,66,1,65,64,60
00-0030181,J.Doyle,IND,IND,2020,TE,14,43,0.3521,8,8,8,12.01,3,0.0652,251,23,0.375,0.152,2.4,9.76,72.222,-0.54,0.6,0.5862068965517241,0.4642857142857143,0.25,0.2857142857142857,0.6842105263157895,0.5087719298245614,0.1896551724137931,0.8793103448275862,0.6724137931034483,0.7894736842105263,0.1206896551724138,25,31,43,41,19,29,48,8,20,11,52
00-0032394,N.Vannett,NO,NO,2021,TE,7,43,0.3275,8,8,8,6.72,1,0.0673,133,9,0.333,0.267,2.81,3.39,50,-0.39,0,0.5625,0.3508771929824561,0.24561403508771928,0.3508771929824561,0.5967741935483871,0.9666666666666667,0.15625,0.09375,0.078125,0,0.203125,29,37,44,38,24,3,55,59,60,60,52
00-0030155,D.Harris,KC,KC,2017,TE,16,43,0.3101,8,8,8,5.33,1,0.0621,224,18,0.1,0.111,3.05,5.77,57.143,-0.15,0.364,0.5409836065573771,0.07547169811320754,0.24528301886792453,0.20754716981132076,0.15254237288135594,0.25,0.639344262295082,0.16393442622950818,0.21311475409836064,0.48333333333333334,0.3114754098360656,29,46,41,43,49,46,23,52,49,32,43
00-0031951,J.O'Shaughnessy,JAX,JAX,2018,TE,14,43,0.3082,8,8,8,-4.05,0,0.0762,214,24,0,0.105,3.58,6.24,65,1.19,0.222,0.15789473684210525,0,0.3673469387755102,0.1836734693877551,0,0.15789473684210525,0.7894736842105263,0.2982456140350877,0.38596491228070173,0.14285714285714285,0.7719298245614035,49,48,32,41,48,49,13,41,36,48,14
00-0036422,A.Trautman,DEN,DEN,2023,TE,17,43,0.3058,8,8,8,-1.1,3,0.0621,204,22,0.231,0.114,4.41,5.23,90,-1.3,0.364,0.22033898305084745,0.5892857142857143,0.35714285714285715,0.21428571428571427,0.42105263157894735,0.2807017543859649,0.8983050847457628,0.3050847457627119,0.9830508474576272,0.3333333333333333,0.05084745762711865,47,24,37,45,34,42,7,42,2,39,57
00-0031273,C.Brate,TB,TB,2019,TE,16,43,0.3049,8,8,8,3.95,5,0.0811,311,36,0.571,0.036,2.32,7.81,53.948,-0.38,0.438,0.3870967741935484,0.6666666666666666,0.3148148148148148,0.2962962962962963,0.9482758620689655,0,0.04838709677419355,0.5,0.14516129032258066,0.5161290322580645,0.14516129032258066,39,17,38,39,4,62,60,32,54,31,54
00-0038547,L.Schoonmaker,DAL,DAL,2024,TE,17,43,0.2703,8,8,8,9.41,1,0.0533,241,27,0,0.111,2.78,4.95,81.111,0.27,0.667,0.42857142857142855,0.15384615384615385,0.15384615384615385,0.1346153846153846,0,0.3148148148148148,0.017857142857142856,0.26785714285714285,0.8214285714285714,0.9259259259259259,0.42857142857142855,33,42,45,46,52,38,56,42,11,5,33
00-0029738,D.Fells,ARI,ARI,2016,TE,14,43,0.2164,8,8,8,6.91,1,0.0298,154,14,0,0.111,3.68,3.6,80,-2.17,0.571,0.43333333333333335,0.14583333333333334,0.020833333333333332,0.08333333333333333,0,0.2857142857142857,0.9,0.016666666666666666,0.8833333333333333,0.7333333333333333,0.016666666666666666,35,41,48,45,57,41,7,60,8,17,60
00-0035222,Z.Gentry,PIT,PIT,2022,TE,17,43,0.1925,8,8,8,-1.44,0,0.0377,132,19,0,0.087,3.86,3.07,83.333,0.49,0.167,0.23076923076923078,0,0.0851063829787234,0.0851063829787234,0,0.08196721311475409,0.6615384615384615,0.046153846153846156,0.9230769230769231,0.109375,0.6153846153846154,51,45,44,44,59,57,23,63,6,54,26
00-0030710,T.Burton,IND,IND,2020,TE,13,44,0.3481,8,8,8,-3.92,3,0.0994,250,28,0.333,0.085,3.21,8.02,58.818,-0.07,0.357,0.08620689655172414,0.48214285714285715,0.5,0.32142857142857145,0.543859649122807,0.17543859649122806,0.603448275862069,0.5862068965517241,0.20689655172413793,0.2982456140350877,0.3103448275862069,54,30,29,39,25,48,24,25,47,41,41
00-0034830,H.Hurst,ATL,ATL,2021,TE,13,44,0.3151,8,8,8,2.65,3,0.0654,221,26,0.429,0.161,3.24,12.27,80,-0.61,0.5,0.359375,0.5614035087719298,0.19298245614035087,0.2631578947368421,0.8387096774193549,0.6,0.4375,0.984375,0.8125,0.6557377049180327,0.171875,42,26,47,43,11,25,37,2,7,16,54
00-0034829,M.Gesicki,NE,NE,2023,TE,17,44,0.3026,8,8,8,-3.11,2,0.076,247,29,0.286,0.065,3.11,8.57,71.481,-0.43,0.316,0.1864406779661017,0.39285714285714285,0.4642857142857143,0.30357142857142855,0.631578947368421,0.07017543859649122,0.22033898305084745,0.9152542372881356,0.5423728813559322,0.19298245614035087,0.1694915254237288,49,35,31,39,22,54,47,6,28,47,50
00-0030422,D.Sims,CHI,CHI,2017,TE,14,44,0.3005,8,8,8,-4.31,1,0.0658,180,15,0,0.207,2.65,10.11,60,0,0.571,0.16393442622950818,0.24528301886792453,0.2830188679245283,0.16981132075471697,0,0.8,0.2786885245901639,0.8032786885245902,0.3442622950819672,0.85,0.39344262295081966,52,41,39,45,55,13,45,13,39,10,38
00-0032117,N.O'Leary,JAX,JAX,2019,TE,5,44,0.2785,8,8,8,0.43,1,0.0628,72,9,0.333,0.111,4.48,7,80,0.66,0.2,0.1935483870967742,0.48148148148148145,0.2222222222222222,0.16666666666666666,0.6379310344827587,0.16393442622950818,0.9354838709677419,0.41935483870967744,0.8387096774193549,0.14516129032258066,0.532258064516129,51,29,43,46,21,51,4,36,9,52,29
00-0036244,C.Parkinson,LA,LA,2024,TE,17,44,0.268,8,8,8,3.2,1,0.0828,294,30,0.111,0.082,3.51,5.51,58.702,-0.76,0.353,0.21428571428571427,0.15384615384615385,0.38461538461538464,0.25,0.23636363636363636,0.16666666666666666,0.4107142857142857,0.375,0.05357142857142857,0.3148148148148148,0.05357142857142857,45,44,33,40,43,46,34,36,54,38,54
00-0028093,N.Paul,JAX,JAX,2018,TE,6,44,0.2458,8,8,8,1.9,0,0.0516,98,10,0,0.154,4.21,6.34,77.778,0.62,0,0.3157894736842105,0,0.10204081632653061,0.20408163265306123,0,0.42105263157894735,0.8947368421052632,0.3333333333333333,0.8421052631578947,0,0.5614035087719298,40,46,45,40,47,33,7,39,10,55,26
00-0031418,A.Seferian-Jenkins,NYJ,NYJ,2016,TE,7,44,0.1892,8,8,8,0.22,0,0.0654,110,10,0,0.15,1.22,10.77,40,-2.13,0.5,0.18333333333333332,0,0.1875,0.14583333333333334,0,0.5,0,0.85,0.03333333333333333,0.5,0.03333333333333333,50,49,40,42,56,28,60,9,57,30,58
00-0036628,J.Bates,WAS,WAS,2022,TE,16,44,0.1539,8,8,8,-2.85,1,0.0379,108,14,0.5,0.091,6.06,1.36,66.667,-1.33,0.167,0.15384615384615385,0.14893617021276595,0.1276595744680851,0.06382978723404255,0.7580645161290323,0.11475409836065574,1,0,0.46153846153846156,0.109375,0.03076923076923077,56,41,42,45,11,55,1,66,36,55,64
00-0031951,J.O'Shaughnessy,JAX,JAX,2020,TE,15,45,0.3448,8,8,8,9.3,0,0.0623,262,28,0,0.077,2.23,7.14,66.667,1.2,0.5,0.5,0,0.23214285714285715,0.25,0,0.15789473684210525,0.10344827586206896,0.41379310344827586,0.4482758620689655,0.543859649122807,0.8620689655172413,30,55,44,43,55,49,53,35,32,25,9
00-0033246,J.Mundt,MIN,MIN,2023,TE,17,45,0.2963,8,8,8,2.77,1,0.034,172,17,0.25,0.13,5.1,4.85,70.238,0.61,0.4,0.3050847457627119,0.19642857142857142,0.08928571428571429,0.17857142857142858,0.45614035087719296,0.38596491228070173,0.9661016949152542,0.2033898305084746,0.4576271186440678,0.3684210526315789,0.6610169491525424,42,46,52,47,31,36,3,48,33,37,21
00-0033439,P.Brown,HOU,HOU,2021,TE,15,45,0.2873,8,8,8,-10.38,0,0.0685,171,23,NA,0.088,3.78,7.03,80,1.28,0.5,0.046875,0,0.2631578947368421,0.14035087719298245,NA,0.16666666666666666,0.765625,0.578125,0.8125,0.6557377049180327,0.828125,62,58,43,50,64,51,16,28,9,17,12
00-0033895,G.Everett,LA,LA,2017,TE,16,45,0.2809,8,8,8,-1.52,2,0.0588,244,16,0.25,0.125,5.53,7.61,50,-0.18,0.143,0.21311475409836064,0.2830188679245283,0.22641509433962265,0.2641509433962264,0.4915254237288136,0.36666666666666664,1,0.45901639344262296,0.11475409836065574,0.11666666666666667,0.29508196721311475,49,37,42,40,28,37,1,34,53,54,44
00-0033455,A.Firkser,TEN,TEN,2019,TE,15,45,0.2729,8,8,8,-1.09,1,0.0507,204,14,0.25,0.208,3.12,10.34,60,1.87,0.375,0.11290322580645161,0.1111111111111111,0.12962962962962962,0.12962962962962962,0.41379310344827586,0.6885245901639344,0.46774193548387094,0.8870967741935484,0.25806451612903225,0.41935483870967744,0.9032258064516129,56,49,48,48,33,19,34,8,44,37,7
00-0038589,J.Whyle,TEN,TEN,2024,TE,17,45,0.268,8,8,8,9.02,1,0.0653,250,28,0.2,0.079,4.23,5.78,83.81,-0.62,0.4,0.4107142857142857,0.15384615384615385,0.23076923076923078,0.19230769230769232,0.41818181818181815,0.12962962962962962,0.75,0.44642857142857145,0.9285714285714286,0.4074074074074074,0.08928571428571429,34,43,41,43,32,48,15,32,5,30,52
00-0033559,M.Roberts,DET,DET,2018,TE,8,45,0.2442,8,8,8,-9.75,4,0.0599,100,9,0.429,0.15,2.46,5.05,50,1.5,0.222,0.05263157894736842,0.8775510204081632,0.16326530612244897,0.061224489795918366,0.7142857142857143,0.40350877192982454,0.12280701754385964,0.12280701754385964,0.017543859649122806,0.14285714285714285,0.8771929824561403,55,7,42,47,17,35,51,51,57,49,8
00-0030992,C.Gillmore,BAL,BAL,2016,TE,7,45,0.1789,8,8,8,-0.41,1,0.0433,71,8,0.5,0.143,2.83,5.35,66.667,-0.44,0,0.11666666666666667,0.4375,0.08333333333333333,0.0625,0.8793103448275862,0.42857142857142855,0.5,0.1,0.45,0,0.5666666666666667,54,28,45,46,8,33,31,55,33,61,27
00-0034798,D.Smythe,MIA,MIA,2022,TE,16,45,0.1266,8,8,8,-0.77,1,0.0353,129,15,0.333,0.1,2.58,5.56,60,-0.27,0,0.26153846153846155,0.14893617021276595,0.06382978723404255,0.10638297872340426,0.6290322580645161,0.14754098360655737,0.07692307692307693,0.24615384615384617,0.2153846153846154,0,0.26153846153846155,49,40,45,43,24,53,61,50,51,62,49
00-0034393,T.Fumagalli,DEN,DEN,2020,TE,8,46,0.3443,8,8,8,-5.25,1,0.0545,80,8,0.167,0.067,4.56,2.07,80,5.14,1,0.06896551724137931,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.17543859649122806,0.12280701754385964,0.9482758620689655,0.017241379310344827,0.8620689655172413,0.9824561403508771,0.9827586206896551,55,45,45,53,48,51,4,58,9,1,2
00-0034981,F.Moreau,NO,NO,2023,TE,15,46,0.285,8,8,8,8.41,1,0.0444,193,21,0.25,0.16,3.34,2.16,60,-1.39,0.5,0.4406779661016949,0.23214285714285715,0.17857142857142858,0.25,0.45614035087719296,0.5614035087719298,0.3728813559322034,0.01694915254237288,0.15254237288135594,0.6140350877192983,0.03389830508474576,34,44,47,43,30,25,38,59,50,21,58
00-0034364,J.Akins,HOU,HOU,2021,TE,13,46,0.2833,8,8,8,-8.53,0,0.0708,214,24,0,0.121,3.07,5.69,82.222,0.59,0.5,0.078125,0,0.2807017543859649,0.24561403508771928,0,0.31666666666666665,0.265625,0.4375,0.921875,0.6557377049180327,0.609375,60,57,42,44,55,42,48,37,6,15,26
00-0032098,D.Brown,CHI,CHI,2017,TE,9,46,0.2773,8,8,8,3.74,0,0.0441,129,13,NA,0.1,4.17,9.57,40,-0.76,0.556,0.45901639344262296,0,0.1320754716981132,0.22641509433962265,NA,0.18333333333333332,0.9180327868852459,0.7377049180327869,0,0.8166666666666667,0.08196721311475409,34,52,47,42,61,50,6,17,61,12,57
00-0033080,S.DeValve,JAX,JAX,2019,TE,12,46,0.2654,8,8,8,3.87,0,0.0402,140,12,0,0.278,2.84,5.37,65,0.94,0.5,0.3548387096774194,0,0.018518518518518517,0.1111111111111111,0,0.9344262295081968,0.3064516129032258,0.1774193548387097,0.46774193548387094,0.6612903225806451,0.6774193548387096,41,54,54,49,57,5,44,52,34,18,21
00-0039066,M.Mayer,LV,LV,2024,TE,11,46,0.2605,8,8,8,-0.01,0,0.0699,156,21,0,0.031,4.69,7.07,77.778,0.63,0.333,0.125,0,0.2692307692307692,0.15384615384615385,0,0,0.9107142857142857,0.6785714285714286,0.6607142857142857,0.2222222222222222,0.5714285714285714,50,50,39,45,51,55,6,19,20,39,25
00-0034011,D.Arnold,NO,NO,2018,TE,10,46,0.2386,8,8,8,-0.62,1,0.064,150,12,0,0.263,2.83,9.51,66.667,-0.3,0.167,0.24561403508771928,0.20408163265306123,0.24489795918367346,0.16326530612244897,0,0.8421052631578947,0.2982456140350877,0.8070175438596491,0.49122807017543857,0.05357142857142857,0.15789473684210525,44,40,38,42,49,10,41,12,28,54,49
00-0033110,T.Higbee,LA,LA,2016,TE,16,46,0.0662,8,8,8,-16.21,1,0.0497,85,11,0.25,0.069,2.4,13.71,14.286,-2.36,0.167,0.016666666666666666,0.0625,0.10416666666666667,0.020833333333333332,0.4827586206896552,0.03571428571428571,0.21666666666666667,1,0,0.03333333333333333,0,60,46,44,48,30,55,48,1,61,59,61
00-0037809,C.Okonkwo,TEN,TEN,2022,TE,NA,46,NA,8,8,8,23.84,3,NA,NA,NA,0.286,0.213,3.24,6.58,77.913,2.08,0.333,0.8923076923076924,NA,NA,NA,0.5,0.7868852459016393,0.36923076923076925,0.4461538461538462,0.8153846153846154,0.359375,0.9846153846153847,8,49,49,49,31,14,42,37,13,36,2
00-0036232,H.Bryant,CLE,CLE,2020,TE,15,47,0.302,8,8,8,-10.26,4,0.0772,238,24,0.6,0.053,2.74,9.67,57.619,0.7,0.4,0.034482758620689655,0.5892857142857143,0.35714285714285715,0.21428571428571427,0.9473684210526315,0.03508771929824561,0.27586206896551724,0.8620689655172413,0.15517241379310345,0.3508771929824561,0.6896551724137931,57,24,37,45,3,56,43,9,50,38,19
00-0039074,D.Allen,LA,LA,2023,TE,15,47,0.2785,8,8,8,9.99,1,0.021,95,10,0.5,0.182,5.44,2.68,80,-0.37,0.667,0.5254237288135594,0.23214285714285715,0,0.03571428571428571,0.9122807017543859,0.8421052631578947,1,0.03389830508474576,0.864406779661017,0.9649122807017544,0.2033898305084746,29,43,57,55,6,10,1,58,9,3,48
00-0027981,K.Rudolph,NYG,NYG,2021,TE,16,47,0.2703,8,8,8,8.23,1,0.0669,259,26,0.111,0.075,2.53,4.83,62.222,0.03,0.182,0.59375,0.21052631578947367,0.22807017543859648,0.22807017543859648,0.25806451612903225,0.08333333333333333,0.0625,0.234375,0.390625,0.14754098360655737,0.3125,27,45,45,45,47,56,61,50,40,53,45
00-0032134,C.Uzomah,CIN,CIN,2019,TE,16,47,0.2625,8,8,8,2.27,2,0.0622,242,27,0.167,0.146,3.91,2.78,71.667,-0.56,0.333,0.2903225806451613,0.18518518518518517,0.2037037037037037,0.2037037037037037,0.25862068965517243,0.4098360655737705,0.8548387096774194,0.03225806451612903,0.6451612903225806,0.3709677419354839,0.11290322580645161,45,44,44,44,44,37,10,61,23,38,56
00-0031951,J.O'Shaughnessy,JAX,JAX,2017,TE,16,47,0.2594,8,8,8,6.87,1,0.0432,149,14,0.167,0.125,2.8,8.05,83.333,0.8,0,0.5737704918032787,0.07547169811320754,0.11320754716981132,0.07547169811320754,0.2711864406779661,0.36666666666666664,0.4098360655737705,0.5409836065573771,0.9672131147540983,0,0.8360655737704918,27,45,48,50,43,39,37,29,3,57,11
00-0038115,D.Bellinger,NYG,NYG,2024,TE,17,47,0.259,8,8,8,5.35,0,0.0266,125,14,0,0.118,3.19,5.55,71.429,1.55,0.5,0.32142857142857145,0,0.07692307692307693,0.09615384615384616,0,0.3333333333333333,0.16071428571428573,0.39285714285714285,0.32142857142857145,0.6481481481481481,0.9285714285714286,39,48,49,48,53,37,48,35,39,19,5
00-0031598,N.Boyle,BAL,BAL,2018,TE,16,47,0.2239,8,8,8,-4.65,0,0.063,213,23,0,0.135,3.66,3.38,55,0.98,0,0.14035087719298245,0,0.20408163265306123,0.10204081632653061,0,0.2807017543859649,0.8421052631578947,0.03508771929824561,0.07017543859649122,0,0.7017543859649122,50,49,40,45,51,42,10,56,54,57,18
00-0033090,H.Henry,LAC,LAC,2016,TE,NA,47,NA,8,8,8,34.76,8,NA,NA,NA,0.444,0.204,2.75,10.61,70.011,-0.44,0.667,0.9166666666666666,NA,NA,NA,0.8275862068965517,0.8214285714285714,0.43333333333333335,0.8333333333333334,0.65,0.9166666666666666,0.55,6,50,50,50,11,11,35,11,22,6,28
00-0038115,D.Bellinger,NYG,NYG,2022,TE,NA,47,NA,8,8,8,10.75,2,NA,NA,NA,0.286,0.111,4.76,1.68,93.333,0.22,0.667,0.7538461538461538,NA,NA,NA,0.5,0.19672131147540983,0.9384615384615385,0.015384615384615385,0.9538461538461539,0.921875,0.47692307692307695,17,50,50,50,32,49,5,65,4,5,35
00-0034159,W.Dissly,SEA,SEA,2020,TE,16,48,0.2992,8,8,8,5.9,2,0.0474,251,24,0.5,0.207,4.99,4.38,80,0.11,0.333,0.3620689655172414,0.21428571428571427,0.125,0.19642857142857142,0.8245614035087719,0.7368421052631579,0.9827586206896551,0.06896551724137931,0.8620689655172413,0.21052631578947367,0.3448275862068966,38,42,50,46,10,15,2,55,8,43,39
00-0037005,T.Tremble,CAR,CAR,2021,TE,16,48,0.2606,8,8,8,6.36,1,0.0581,182,20,0.2,0.083,2.37,5.23,40,-0.11,0.667,0.53125,0.21052631578947367,0.14035087719298245,0.12280701754385964,0.3870967741935484,0.13333333333333333,0.03125,0.328125,0.03125,0.9344262295081968,0.296875,31,46,50,51,38,53,63,44,63,5,46
00-0029587,R.Ellison,NYG,NYG,2019,TE,10,48,0.2568,8,8,8,-7.34,1,0.066,167,18,0,0.143,3.76,5.63,41.429,0.35,0.167,0.03225806451612903,0.16666666666666666,0.25925925925925924,0.24074074074074073,0,0.3770491803278688,0.7580645161290323,0.22580645161290322,0.016129032258064516,0.0967741935483871,0.45161290322580644,61,46,41,42,56,39,16,49,62,57,35
00-0033896,A.Shaheen,CHI,CHI,2017,TE,13,48,0.2421,8,8,8,9.23,3,0.0352,127,12,0.5,0.286,3.59,9.14,80,-1.24,0,0.639344262295082,0.5849056603773585,0,0.09433962264150944,0.847457627118644,0.9666666666666667,0.8360655737704918,0.6885245901639344,0.9016393442622951,0,0.03278688524590164,23,22,54,49,9,3,11,20,5,58,60
